0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,0.0
0,y7scq9q,0,5.0
0,y7scq9q,0,3.0
0,y7scq9q,0,4.0
0,y7scq9q,0,13.0
0,y7scq9q,0,15.0
0,y7scq9q,0,6.0
0,y7scq9q,0,8.0
0,y7scq9q,0,24.0
0,y7scq9q,0,42.0
0,y7scq9q,0,30.0
0,y7scq9q,0,28.0
0,y7scq9q,0,39.0
0,y7scq9q,0,37.0
0,y7scq9q,0,19.0
0,y7scq9q,0,10.0
0,y7scq9q,0,12.0
0,y7scq9q,0,13.0
0,y7scq9q,0,13.0
0,y7scq9q,0,14.0
0,y7scq9q,0,35.0
0,y7scq9q,0,56.0
0,y7scq9q,0,55.0
0,y7scq9q,1,27.0
0,y7scq9q,4,0.0
0,y7scq9q,4,0.0
0,y7scq9q,4,0.0
0,y7scq9q,4,60.0
0,y7scq9q,5,40.0
0,y7scq9q,7,0.0
0,y7scq9q,8,0.0
534592, y7scq9q,80,0.087336245
